HHID,Resp1_Age,Resp1_Gen,Resp2_Age,Resp2_Gen,Resp3_Age,Resp3_Gen,IWLoc,IwTime,IWmode,IWERId,Consent,A1_1,A1_2,A1_3,A1_4,A1_5,A1_6,A1_7,A1_8,A1_9,A1_97,A1_97_1,A1_98,A1_99,Calendar,Group,B1_a_1,B1_a_2,B1_a_3,B1_a_4,B1_a_5,B1_a_6,B1_a_7,B1_a_8,B1_a_9,B1_a_97,B1_a_97_1,B1_a_98,B1_a_99,B1_b_1,B1_b_2,B1_b_3,B1_b_4,B1_b_5,B1_b_6,B1_b_7,B1_b_8,B1_b_9,B1_b_97,B1_b_97_1,B1_b_98,B1_b_99,B2,B3,B4_1,B4_2,B4_3,B4_4,B4_5,B4_6,B4_7,B4_8,B4_9,B4_10,B4_11,B4_12,B4_13,B4_14,B4_15,B4_97,B4_97_1,B4_97_1_1,C1_0,C1_01,C1_1,C1_2,C1_3,C1_4,C1_5,C1_6,C1_7,C1_8,C1_9,C1_10,C1_11,C1_12,C1_13,C1_97,C1_97_1,C1_98,C1_99,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,D1,D2_1,D2_2,D2_3,D2_4,D3_1,D3_2,D3_3,D3_4,D3_5,D3_97_1,D3_97_2,D3_97_3,D3_97_98,D3_97_99,D4_0,D4_1,D4_2,D4_3,D4_4,D4_5,D4_98,D4_99,D5_0,D5_1,D5_2,D5_3,D5_4,D5_5,D5_6,D5_7,D5_8,D5_97,D5_97_1,D5_98,D5_99,D6_1,D6_2,D6_3,D6_4,D6_5,D6_6,D6_7,D6_8,D6_9,D6_97,D6_97_1,D6_97_98,D6_97_99,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E1_11,E1_12,E1_97,E1_97_1,E1_97_1_1,E2_1,E2_2,E2_3,E2_4,E2_5,E2_6,E2_7,E2_8,E2_9,E2_10,E2_11,E2_12,E2_97,E2_97_1,E2_97_1_1,Policy,E3_1,E4_1,E3_2,E4_2,E3_3,E4_3,E3_4,E4_4,E3_5,E4_5,E3_6,E4_6,E3_7,E4_7,E3_8,E4_8,E3_9,E4_9,E3_10,E4_10,E3_11,E4_11,E3_12,E4_12,E3_97,E3_97_1,E3_97_1_1,E4_97,E4_97_1,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,F1_9,F1_10,F1_11,F1_12,F1_97,F1_97_1,F1_97_1_1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F2_8,F2_9,F2_10,F2_11,F2_12,F2_97,F2_97_1,F2_97_1_1,G1_1,G1_2,G1_3,G1_4,G1_5,G1_6,G1_7,G1_8,G1_97,G1_97_1_a,G1_97_2_a,G1_97_1_b,G1_97_2_b,G1_97_1_c,G1_97_2_c,G1_97_1_d,G1_97_2_d,G1_97_1_e,G1_97_2_e,G1_97_1_98,G1_97_1_99,G2,G3,G4,G5,G6,G7_0,G7,G8_0,G8_1,G8_2,G8_3,H1,H2,H3_1,H3_2,H3_98,H3_99,I_1,I_2,I_3,I_3_97,I_4,I_4_97,I_5,I_5_97,I_6,I_7,I_8
2610061,50,1,-1,-1,-1,-1,0,75,1,413,1,1,1,0,1,1,0,0,0,0,0,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,10,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,0,-1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,3,3,3,3,3,3,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,3,3,3,3,3,3,3,2,2,0,-1,-1,-1,3,3,3,3,2,3,3,3,3,3,3,1,0,-1,-1,3,3,1,2,1,3,3,2,1,1,3,1,0,-1,-1,2,3,-1,3,-1,1,-1,2,-1,1,-1,3,-1,3,-1,2,-1,2,4,1,-1,3,-1,1,-1,0,-1,-1,0,-1,0,1,0,0,0,0,1,3,1,0,0,0,0,-1,-1,-1,2,-1,-1,-1,-1,2,3,2,-1,-1,-1,-1,-1,-1,12,95,6,95,95,95,2,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,1,4,0,-1,1,20,0,0,1,300000,PII,0,-1,-1,1,1,7,0,1,0,3,0,2,3,2
2610062,60,1,67,0,-1,-1,0,51,1,253,1,1,1,0,1,0,0,1,0,0,0,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,1,0,0,0,-1,-1,-1,4,1,2,3,2,2,2,3,3,3,2,2,3,2,2,2,2,0,-1,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,2,3,2,1,3,3,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,2,2,2,3,3,3,2,2,2,0,-1,-1,-1,3,3,2,2,2,3,2,3,2,2,2,2,0,-1,-1,3,3,2,3,2,2,2,2,1,2,1,2,0,-1,-1,2,3,-1,3,-1,2,-1,3,-1,2,-1,2,-1,2,-1,2,-1,1,-1,2,-1,1,-1,2,-1,0,-1,-1,0,-1,3,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,12,95,12,95,95,95,95,3,1,3,12,0,-1,0,-1,0,-1,0,-1,-1,-1,3,3,2,1,5,1,5,1,1,0,0,1,300000,PII,0,-1,-1,1,1,7,0,1,0,3,0,2,2,2
2610063,58,1,29,0,-1,-1,0,59,1,160,1,1,1,0,1,0,0,0,0,0,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,0,-1,-1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,3,3,3,3,3,3,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,3,3,3,3,3,2,3,2,2,0,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,2,0,-1,-1,3,3,1,3,1,2,2,2,1,2,2,2,0,-1,-1,2,3,-1,3,-1,1,-1,3,-1,1,-1,2,-1,2,-1,2,-1,1,-1,2,-1,2,-1,2,-1,0,-1,-1,0,-1,1,0,0,0,0,0,0,4,4,0,0,0,0,-1,-1,3,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,12,95,95,95,95,95,95,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,1,5,0,-1,1,4,0,0,0,100000,PII,0,-1,-1,1,1,2,0,1,0,3,0,2,2,2
2610064,49,1,40,1,-1,-1,0,41,1,253,1,1,1,0,0,0,0,1,0,0,0,-1,-1,-1,1,1,1,1,1,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,0,-1,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,2,3,2,2,3,3,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,2,3,3,3,3,2,2,2,1,0,-1,-1,-1,2,2,2,3,2,2,2,2,2,2,3,2,0,-1,-1,3,3,2,3,1,2,2,2,1,2,1,1,0,-1,-1,1,3,-1,3,-1,2,-1,3,-1,1,-1,2,-1,2,-1,2,-1,1,-1,2,-1,1,-1,1,-1,0,-1,-1,0,-1,1,1,0,0,1,0,0,1,1,0,0,1,0,-1,-1,2,2,-1,-1,2,-1,-1,2,2,-1,-1,2,-1,-1,-1,12,12,12,95,95,12,95,3,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,0,-1,1,5,1,1,0,0,1,500000,PII,PII,-1,-1,1,1,2,0,1,0,3,0,2,2,1
2610066,53,1,-1,-1,-1,-1,0,46,1,254,1,1,1,1,0,0,0,1,0,0,0,-1,-1,-1,1,1,1,1,0,0,0,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,3,2,3,3,1,3,3,2,2,2,3,3,3,3,1,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,3,3,3,3,3,3,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,0,0,0,-1,-1,-1,2,3,3,3,3,2,3,1,1,0,-1,-1,-1,1,2,3,3,3,3,2,3,1,3,3,2,0,-1,-1,2,2,1,2,1,2,1,3,2,1,1,1,0,-1,-1,1,2,-1,2,-1,1,-1,2,-1,1,-1,2,-1,1,-1,3,-1,2,-1,1,-1,1,-1,1,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,12,95,12,95,95,95,95,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,1,4,1,5,0,0,1,160000,0,0,-1,-1,1,1,2,0,1,0,3,0,1,1,1
2610067,56,0,18,0,-1,-1,0,43,1,21,1,1,1,0,0,1,1,0,0,0,0,-1,-1,-1,1,1,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,2,2,2,2,3,2,2,1,3,3,2,2,2,2,0,-1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,3,3,1,3,3,3,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,3,3,2,3,3,3,3,2,1,0,-1,-1,3,3,2,2,1,2,2,2,2,2,2,2,0,-1,-1,1,3,-1,3,-1,2,-1,2,-1,2,5,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,0,-1,-1,0,-1,2,3,0,1,1,1,0,4,3,0,0,2,0,-1,-1,2,2,-1,2,3,3,-1,2,3,-1,-1,2,-1,-1,-1,12,95,95,1,95,95,1,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,0,-1,0,-1,0,-1,-1,-1,1,100000,PII,0,-1,-1,1,1,3,0,1,0,1,0,2,3,2
2610068,41,0,35,1,-1,-1,0,55,1,137,1,1,0,1,0,0,1,0,0,1,0,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,1,0,-1,-1,-1,8,1,1,3,2,2,1,2,3,3,2,3,3,3,3,2,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,-1,-1,3,2,3,3,3,3,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,3,3,2,1,2,2,3,2,2,0,-1,-1,-1,2,2,3,2,2,3,2,3,2,2,2,3,0,-1,-1,3,3,1,1,1,3,1,3,3,1,1,3,0,-1,-1,2,3,-1,3,-1,1,-1,1,-1,1,-1,3,-1,1,-1,3,-1,3,-1,1,-1,1,-1,3,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,3,0,0,0,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,2,-1,-1,-1,12,3,1,95,95,2,1,2,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,3,0,-1,1,5,1,20,0,0,1,600000,PII,PII,-1,-1,1,1,2,0,7,0,3,0,2,2,1
2610070,49,1,-1,-1,-1,-1,0,71,1,253,1,1,1,0,1,0,0,0,0,0,0,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,0,0,0,0,0,-1,-1,-1,4,1,2,2,3,3,2,3,2,3,2,2,3,3,3,2,2,0,-1,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,2,2,2,2,3,3,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,2,3,2,2,2,2,2,2,2,0,-1,-1,-1,2,3,2,2,2,2,2,2,2,2,3,2,0,-1,-1,2,3,2,2,2,2,2,2,2,2,1,2,0,-1,-1,2,2,-1,3,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,-1,2,-1,0,-1,-1,0,-1,0,1,0,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,2,-1,2,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,12,95,12,95,95,95,95,6,1,10,12,0,-1,0,-1,0,-1,0,-1,-1,-1,3,2,2,1,5,0,-1,1,1,0,0,1,300000,PII,0,-1,-1,1,1,2,0,1,0,3,0,2,2,2
2610071,38,1,50,0,-1,-1,0,61,1,413,1,1,1,0,0,1,0,0,1,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,0,-1,-1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,3,3,3,3,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,2,2,1,3,3,3,3,3,1,0,-1,-1,3,3,1,2,1,3,1,1,1,1,2,1,0,-1,-1,1,3,-1,3,-1,2,5,2,-1,1,-1,3,-1,1,-1,1,-1,1,-1,1,-1,2,-1,1,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,3,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,12,95,95,95,95,95,2,3,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,2,0,-1,0,-1,0,-1,-1,-1,1,100000,PII,0,-1,-1,1,1,2,0,1,0,3,0,2,2,1
2610072,39,0,-1,-1,-1,-1,0,38,1,254,1,1,0,1,1,0,0,0,0,0,0,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,1,10,-1,-1,5,1,2,3,3,3,3,3,2,3,3,3,3,3,3,2,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,-1,-1,3,3,3,1,3,3,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,2,3,3,3,2,3,0,-1,-1,3,3,1,1,1,2,1,2,3,3,1,1,0,-1,-1,2,3,-1,3,-1,2,1,1,-1,1,-1,2,-1,1,-1,2,-1,3,-1,3,-1,1,-1,1,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,3,3,0,0,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,-1,-1,1,-1,-1,-1,12,12,12,95,95,20,95,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,0,-1,0,-1,0,-1,-1,-1,1,350000,PII,0,-1,-1,1,1,2,0,1,0,3,0,1,1,1
2610073,34,0,30,1,-1,-1,0,48,1,254,1,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,5,1,3,3,1,3,2,1,3,3,3,3,3,3,2,1,1,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,3,2,2,2,2,2,1,F971,1,0,-1,1,0,1,1,1,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,3,3,2,2,2,3,1,2,2,2,0,-1,-1,3,3,1,2,2,3,2,3,1,1,1,1,0,-1,-1,2,3,-1,3,-1,1,-1,2,-1,2,-1,3,-1,2,-1,3,-1,1,-1,1,-1,1,-1,1,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,3,0,0,0,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,-1,-1,-1,12,95,12,95,95,12,95,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,0,-1,0,-1,0,-1,-1,-1,1,25000,PII,0,-1,-1,1,1,2,0,1,0,3,0,1,1,1
2610074,55,0,53,1,-1,-1,0,41,1,413,1,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,-1,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,3,3,3,3,3,3,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,3,2,3,3,3,3,3,3,1,0,-1,-1,3,3,1,2,2,2,1,1,1,2,3,1,0,-1,-1,2,3,-1,3,-1,2,4,2,-1,2,-1,2,-1,1,-1,1,-1,2,4,2,-1,3,-1,1,-1,0,-1,-1,0,-1,0,0,0,1,0,0,1,3,2,0,0,3,0,-1,-1,-1,-1,-1,2,-1,-1,2,3,2,-1,-1,2,-1,-1,-1,12,95,95,95,95,95,3,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,0,-1,0,-1,0,-1,-1,-1,1,100000,PII,PII,-1,-1,1,1,2,0,1,0,3,0,2,2,2
2610075,30,1,-1,-1,-1,-1,0,47,1,254,1,1,0,0,0,0,1,1,0,0,0,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,1,1,0,1,0,-1,-1,-1,5,1,3,2,3,3,2,3,3,3,3,2,3,3,3,2,1,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,3,3,3,1,3,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,1,3,1,2,3,1,1,1,1,0,-1,-1,-1,3,3,3,3,3,3,2,3,3,3,3,3,0,-1,-1,3,3,1,1,2,3,1,3,1,1,1,3,0,-1,-1,2,3,-1,3,-1,1,-1,1,-1,2,-1,3,-1,1,-1,3,-1,1,-1,1,-1,1,-1,3,-1,0,-1,-1,0,-1,1,0,0,0,0,0,0,3,0,0,0,4,0,-1,-1,2,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,12,95,95,95,95,95,95,3,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,0,-1,1,5,1,2,0,0,1,800000,PII,0,-1,-1,1,1,2,0,1,0,3,0,1,1,1
2610076,55,1,34,1,-1,-1,0,43,1,254,1,1,0,0,1,0,1,0,0,0,0,-1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,1,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,3,3,2,1,3,3,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,2,3,2,3,3,2,3,3,2,0,-1,-1,1,2,1,1,1,2,3,1,1,3,1,3,0,-1,-1,1,1,-1,2,-1,1,-1,1,-1,1,-1,2,-1,3,-1,1,-1,1,-1,3,-1,1,-1,3,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,3,0,0,0,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,12,95,95,95,95,95,95,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,0,-1,0,-1,0,-1,-1,-1,1,500000,PII,0,-1,-1,1,1,2,0,7,0,3,0,1,1,1
2610077,46,1,49,0,-1,-1,0,59,1,160,1,1,1,0,1,0,0,0,0,0,0,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,2,1,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,0,-1,-1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,3,3,3,3,3,3,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,2,0,-1,-1,3,3,1,3,3,3,2,2,1,3,2,2,0,-1,-1,2,3,-1,3,-1,1,-1,3,-1,3,-1,3,-1,2,-1,2,-1,1,-1,3,-1,2,-1,2,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,4,4,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,12,95,95,95,95,95,12,3,1,3,5,0,-1,0,-1,0,-1,0,-1,-1,-1,3,3,3,0,-1,0,-1,0,-1,-1,-1,1,300000,PII,0,-1,-1,1,1,2,0,1,0,3,0,2,2,2
2610078,45,1,79,0,-1,-1,0,57,1,253,1,1,1,0,0,1,1,0,0,0,0,-1,-1,-1,1,1,1,1,1,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,0,-1,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,2,3,2,2,3,2,2,1,F081,2,0,-1,1,1,1,1,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,3,2,0,-1,-1,3,2,1,2,1,2,2,2,2,2,2,2,0,-1,-1,1,3,-1,2,-1,1,-1,2,-1,1,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,0,-1,-1,0,-1,0,0,0,0,1,0,0,2,2,0,0,2,0,-1,-1,-1,-1,-1,-1,2,-1,-1,2,2,-1,-1,2,-1,-1,-1,12,95,95,95,95,12,95,8,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,0,-1,0,-1,0,-1,-1,-1,1,80000,PII,0,-1,-1,1,1,2,0,1,0,3,0,2,2,2
2610079,42,1,61,1,-1,-1,0,59,1,160,1,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,3,3,3,3,3,3,3,3,3,2,2,2,3,2,1,0,-1,-1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,3,3,3,1,3,3,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,2,0,-1,-1,3,3,2,3,1,3,2,2,1,2,3,2,0,-1,-1,1,3,-1,3,-1,2,-1,3,-1,1,-1,3,-1,2,-1,2,-1,1,-1,2,-1,3,-1,2,-1,0,-1,-1,0,-1,0,2,0,0,0,0,0,4,4,0,0,0,0,-1,-1,-1,3,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,12,95,95,95,95,95,12,2,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,0,-1,0,-1,0,-1,-1,-1,1,300000,PII,0,-1,-1,1,1,2,0,1,0,3,0,2,2,2
2610081,25,0,45,1,-1,-1,0,42,1,257,1,1,1,0,0,0,0,1,0,0,0,-1,-1,-1,1,1,1,1,1,0,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,1,1,2,2,3,2,3,3,3,3,3,2,1,2,2,1,0,-1,-1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,3,3,3,3,3,3,3,1,F061,1,0,-1,1,0,1,1,1,0,0,0,-1,-1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,2,3,2,2,2,1,3,2,2,0,-1,-1,-1,3,2,3,3,3,3,1,2,2,1,3,1,0,-1,-1,3,3,1,1,3,3,1,3,2,1,1,3,0,-1,-1,1,3,-1,3,-1,1,-1,1,-1,3,-1,3,-1,1,-1,3,-1,2,-1,1,-1,1,-1,3,-1,0,-1,-1,0,-1,2,3,0,1,1,3,3,4,3,0,0,4,0,-1,-1,1,2,-1,3,3,2,2,2,2,-1,-1,2,-1,-1,-1,12,12,12,1,95,1,1,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,4,0,-1,1,5,1,4,0,0,1,1000000,PII,0,-1,-1,1,1,2,0,1,0,3,0,2,2,1
