HHID,IWTime,Age,Gender,M_Status,Class,Occupation,livedOutside,WhenMove,MoveHereYear,Caste
2605083,0:09,58,0,1,10,5,1,-1,2048-08,1
2605084,0:05,46,1,1,4,5,0,-1,2069-01,2
2605084,0:05,47,0,1,7,5,1,-1,2069-01,2
2605084,0:05,16,0,0,10,4,0,-1,-1,2
2605084,0:05,21,0,0,12,4,0,-1,-1,2
2605085,0:04,1,0,0,0,0,0,-1,-1,2
2605085,0:04,3,0,0,0,0,0,-1,-1,2
2605085,0:04,30,1,1,4,5,0,-1,2072-10,2
2605085,0:04,45,0,1,5,5,1,-1,2072-10,2
2605086,0:07,1,0,0,0,0,0,-1,-1,3
2605086,0:07,63,1,1,0,5,0,-1,2073-02,3
2605086,0:07,9,1,0,3,4,0,-1,2073-02,3
2605086,0:07,30,0,1,7,2,0,-1,2073-02,3
2605086,0:07,22,0,0,12,4,0,-1,2073-02,3
2605086,0:07,25,1,1,10,5,0,-1,2073-02,3
2605089,0:06,8,1,0,1,4,0,-1,-1,1
2605089,0:06,13,0,0,6,4,0,-1,2069-03,1
2605089,0:06,36,1,1,10,5,0,-1,2069-03,1
2605089,0:06,38,0,1,10,2,1,2071-03,2069-03,1
2610001,0:04,54,1,1,0,5,0,-1,-1,3
2610001,0:04,59,0,1,5,5,1,-1,-1,3
2610001,0:04,29,0,0,10,3,0,-1,-1,3
2610002,0:06,38,1,1,0,5,0,-1,2057-11,3
2610002,0:06,12,0,0,5,4,0,-1,-1,3
2610002,0:06,45,0,1,5,2,0,-1,-1,3
2610002,0:06,25,0,0,11,4,0,-1,-1,3
2610002,0:06,17,1,0,10,4,0,-1,-1,3
2610003,0:04,83,1,1,0,5,0,-1,2019-08,3
2610003,0:04,87,0,1,0,0,0,-1,2019-08,3
2610003,0:04,40,1,0,8,5,0,-1,-1,3
2610004,0:03,72,1,1,0,5,0,-1,2042-01,2
2610004,0:03,85,0,1,0,5,0,-1,2042-01,2
2610005,0:07,62,1,3,0,5,0,-1,2040-02,5
2610005,0:07,34,0,1,3,3,1,-1,-1,5
2610005,0:07,9,1,0,4,4,0,-1,2078-12,5
2610005,0:07,37,1,1,6,5,0,-1,2066-10,5
2610007,0:05,7,1,0,2,4,0,-1,-1,5
2610007,0:05,31,1,1,4,5,0,-1,2066-01,5
2610007,0:05,12,1,0,5,4,0,-1,-1,5
2610007,0:05,31,0,1,5,5,1,-1,-1,5
2610009,0:06,50,1,1,0,5,0,-1,2047-03,5
2610009,0:06,52,0,1,6,5,0,-1,-1,5
2610009,0:06,23,0,0,10,5,0,-1,-1,5
2610010,0:06,75,0,3,0,0,0,-1,-1,5
2610010,0:06,26,0,1,7,3,0,-1,-1,5
2610010,0:06,26,1,1,12,5,0,-1,2073-02,5
2610010,0:06,5,1,0,NS,4,0,-1,-1,5
2610011,0:07,74,1,1,0,5,0,-1,2032-02,2
2610011,0:07,79,0,1,0,0,0,-1,2032-02,2
2610011,0:07,47,1,1,5,5,0,-1,2049-03,2
2610011,0:07,50,0,1,8,5,0,-1,2032-02,2
2610011,0:07,21,1,1,12,6,0,-1,2075-05,2
2610011,0:07,28,0,0,12,5,1,-1,-1,2
2610011,0:07,26,0,1,10,5,1,-1,-1,2
2610012,0:08,42,1,1,3,5,0,-1,-1,5
2610012,0:08,18,0,0,6,3,0,-1,2071-12,5
2610012,0:08,46,0,1,6,3,1,-1,2071-12,5
2610013,0:07,3,0,0,0,0,0,-1,-1,5
2610013,0:07,60,1,3,0,5,0,-1,2033-03,5
2610013,0:07,10,0,0,3,4,0,-1,-1,5
2610013,0:07,35,0,1,5,3,0,-1,-1,5
2610013,0:07,36,1,1,8,5,0,-1,2069-01,5
2610014,0:06,36,0,1,6,2,1,2071-01,2071-01,5
2610014,0:06,13,1,0,7,4,0,-1,2071-01,5
2610014,0:06,34,1,1,7,5,0,-1,2071-01,5
2610014,0:06,15,0,0,9,4,0,-1,2071-01,5
2610015,0:10,38,1,1,0,5,0,-1,2067-03,5
2610015,0:10,48,0,1,5,5,0,-1,-1,5
2610015,0:10,26,0,0,10,1,0,-1,-1,5
2610015,0:10,29,0,0,10,2,1,2073-06,-1,5
2610017,0:06,40,1,1,8,5,0,-1,-1,5
2610017,0:06,19,1,0,12,4,0,-1,-1,5
2610017,0:06,17,0,0,10,4,0,-1,-1,5
2610017,0:06,43,0,1,10,5,1,-1,-1,5
2610018,0:08,46,1,1,4,5,0,-1,2051-01,5
2610018,0:08,19,0,0,9,5,0,-1,-1,5
2610018,0:08,51,0,0,10,2,1,2069-05,-1,5
2610018,0:08,24,0,0,12,2,1,2076-11,-1,5
2610019,0:07,76,1,3,0,0,0,-1,-1,5
2610019,0:07,10,1,0,3,4,0,-1,-1,5
2610019,0:07,35,1,1,6,5,0,-1,2062-11,5
2610019,0:07,39,0,1,8,5,0,-1,-1,5
2610019,0:07,16,0,0,10,4,0,-1,-1,5
2610020,0:13,73,1,1,0,0,0,-1,2025-01,5
2610020,0:13,74,0,1,0,0,0,-1,-1,5
2610020,0:13,8,0,0,2,4,0,-1,-1,5
2610020,0:13,10,1,0,4,4,0,-1,-1,5
2610020,0:13,30,1,1,4,5,0,-1,2063-08,5
2610020,0:13,13,1,0,7,4,0,-1,-1,5
2610020,0:13,38,0,1,7,0,1,-1,-1,5
2610020,0:13,15,1,0,8,4,0,-1,-1,5
2610021,0:05,59,1,1,0,5,0,-1,2040-01,5
2610021,0:05,65,0,1,0,5,0,-1,-1,5
2610022,0:03,9,0,0,3,0,0,-1,-1,5
2610022,0:03,35,0,1,7,3,0,-1,-1,5
2610022,0:03,30,1,1,9,5,0,-1,2068-11-12,5
2610023,0:07,1,1,0,0,0,0,-1,-1,5
2610023,0:07,50,0,1,0,5,0,-1,-1,5
2610023,0:07,50,1,1,0,5,0,-1,2047-08,5
2610023,0:07,27,1,1,9,6,0,-1,2077-10,5
2610023,0:07,29,0,1,10,2,1,2078-11,-1,5
2610024,0:05,50,1,1,0,5,0,-1,2049-11,5
2610024,0:05,8,0,0,1,4,0,-1,-1,5
2610024,0:05,55,0,1,6,5,0,-1,-1,5
2610025,0:10,13,0,0,7,4,0,-1,-1,5
2610025,0:10,33,1,1,7,5,0,-1,2064-07,5
2610025,0:10,40,0,1,7,5,1,-1,-1,5
2610025,0:10,5,1,0,KG,4,0,-1,-1,5
2610026,0:03,35,1,1,0,5,0,-1,-1,5
2610026,0:03,38,0,1,8,1,1,-1,-1,5
2610026,0:03,19,0,0,10,4,0,-1,-1,5
2610027,0:05,35,1,1,0,5,0,-1,2057-06,5
2610027,0:05,11,0,0,5,4,0,-1,-1,5
2610027,0:05,36,0,1,8,2,1,2078-06,-1,5
2610027,0:05,17,1,0,12,4,0,-1,-1,5
2610028,0:03,46,1,1,0,6,0,-1,2075-02,5
2610028,0:03,64,0,1,10,5,0,-1,-1,5
2610029,0:05,1,0,0,0,0,0,-1,-1,1
2610029,0:05,63,1,1,0,0,0,-1,2035,1
2610029,0:05,64,0,1,0,0,0,-1,-1,1
2610029,0:05,10,0,0,3,4,0,-1,-1,1
2610029,0:05,45,0,2,5,0,0,-1,-1,1
2610029,0:05,31,1,1,8,5,0,-1,2068-08,1
2610029,0:05,16,0,0,10,4,0,-1,-1,1
2610029,0:05,34,0,1,10,1,1,-1,-1,1
2610031,0:10,66,1,1,0,5,0,-1,2033-08,5
2610031,0:10,70,0,1,3,5,0,-1,-1,5
2610031,0:10,34,1,1,5,6,0,-1,2060-02,5
2610031,0:10,12,1,0,6,4,0,-1,-1,5
2610031,0:10,16,1,0,9,4,0,-1,-1,5
2610031,0:10,35,0,1,10,5,1,-1,-1,5
2610032,0:04,12,0,0,5,4,0,-1,-1,5
2610032,0:04,38,1,1,8,6,0,-1,2060-03,5
2610032,0:04,17,0,0,10,4,0,-1,-1,5
2610032,0:04,38,0,1,10,1,1,-1,-1,5
2610033,0:07,49,1,1,0,5,0,-1,2067-05,5
2610033,0:07,15,0,0,8,0,0,-1,2067-05,5
2610033,0:07,48,0,1,9,2,0,-1,-1,5
2610034,0:15,60,1,1,0,5,0,-1,2031-10,5
2610034,0:15,12,1,0,5,4,0,-1,-1,5
2610034,0:15,28,0,1,12,1,0,-1,-1,5
2610034,0:15,65,0,1,10,0,0,-1,-1,5
2610034,0:15,5,1,0,NS,4,1,-1,2078-11,5
2610034,0:15,21,1,1,14,4,0,-1,2078-08,5
2610035,0:10,60,1,1,0,5,0,-1,-1,5
2610035,0:10,33,1,1,7,5,0,-1,2061-01,5
2610035,0:10,40,0,1,7,5,1,-1,-1,5
2610035,0:10,17,1,0,11,4,0,-1,-1,5
2610035,0:10,5,0,0,NS,4,0,-1,-1,5
2610036,0:13,2,0,0,0,0,0,-1,-1,5
2610036,0:13,61,1,1,1,6,0,-1,-1,5
2610036,0:13,72,0,1,2,5,0,-1,-1,5
2610036,0:13,37,1,1,6,5,0,-1,2065-01,5
2610036,0:13,13,1,0,8,4,0,-1,-1,5
2610036,0:13,39,0,1,9,5,0,-1,-1,5
2610036,0:13,6,1,0,KG,4,0,-1,-1,5
2610037,0:05,3,0,0,0,0,0,-1,-1,5
2610037,0:05,36,1,1,9,5,0,-1,2061-01,5
2610037,0:05,42,0,1,9,5,1,-1,-1,5
2610037,0:05,16,1,0,10,4,0,-1,-1,5
2610038,0:13,4,1,0,0,0,0,-1,-1,5
2610038,0:13,37,1,1,9,5,0,-1,2050-01,5
2610038,0:13,27,0,1,10,2,1,2075-03,-1,5
2610038,0:13,25,1,1,12,6,0,-1,2074-06,5
2610038,0:13,48,0,1,10,5,1,-1,-1,5
2610040,0:06,37,1,1,5,5,0,-1,2059-01,5
2610040,0:06,18,0,0,12,4,0,-1,-1,5
2610040,0:06,45,0,1,10,5,1,-1,-1,5
2610040,0:06,48,0,0,10,5,0,-1,-1,5
2610041,0:06,21,0,0,12,4,0,-1,-1,5
2610041,0:06,27,0,0,12,1,0,-1,-1,5
2610041,0:06,46,1,1,10,5,0,-1,-1,5
2610041,0:06,53,0,1,14,5,0,-1,-1,5
2610042,0:08,3,0,0,0,0,0,-1,-1,5
2610042,0:08,47,1,1,8,5,0,-1,2052-01,5
2610042,0:08,23,1,1,12,6,0,-1,2075-08,5
2610042,0:08,25,0,1,12,1,0,-1,-1,5
2610042,0:08,20,0,0,10,4,0,-1,-1,5
2610042,0:08,53,0,1,14,5,1,-1,-1,5
2610043,0:05,64,0,1,12,1,0,-1,-1,5
2610043,0:05,4,1,0,NS,4,0,-1,-1,5
2610043,0:05,57,1,1,0,5,0,-1,2039-08,5
2610043,0:05,30,1,1,14,5,0,-1,2072-11,5
2610043,0:05,36,0,1,14,5,0,-1,-1,5
2610044,0:06,50,1,1,0,5,0,-1,-1,5
2610044,0:06,53,0,1,6,5,0,-1,2042-10,5
2610044,0:06,18,0,0,8,2,0,-1,-1,5
2610045,0:06,9,0,0,2,4,0,-1,-1,5
2610045,0:06,41,1,1,5,5,0,-1,2055-10,5
2610045,0:06,47,0,1,10,2,1,-1,-1,5
2610045,0:06,17,1,0,11,4,0,-1,-1,5
2610046,0:05,1,1,0,0,0,0,-1,-1,5
2610046,0:05,41,0,1,10,5,1,-1,-1,5
2610046,0:05,37,1,1,12,5,0,-1,2066-11,5
2610046,0:05,5,1,0,NS,4,0,-1,-1,5
2610047,0:04,72,0,3,3,5,0,-1,-1,5
2610047,0:04,33,1,1,10,5,0,-1,2067-03,5
2610047,0:04,40,0,1,10,5,1,-1,-1,5
2610048,0:12,50,1,1,0,5,0,-1,2044-11,5
2610048,0:12,62,1,1,0,5,0,-1,2032-10,5
2610048,0:12,64,0,1,0,5,0,-1,-1,5
2610048,0:12,31,0,0,12,2,1,2073-05,-1,5
2610049,0:05,1,0,0,0,0,0,-1,-1,5
2610049,0:05,53,1,1,0,5,0,-1,2040,5
2610049,0:05,54,0,1,8,5,0,-1,-1,5
2610049,0:05,22,1,1,10,5,0,-1,2076-01,5
2610049,0:05,29,0,1,10,3,0,-1,-1,5
2610050,0:11,60,1,1,0,5,0,-1,-1,5
2610050,0:11,69,0,1,7,5,0,-1,-1,5
2610050,0:11,27,1,1,10,5,0,-1,2071-08,5
2610050,0:11,36,0,1,10,5,1,-1,-1,5
2610050,0:11,7,0,0,KG,4,0,-1,-1,5
2610051,0:05,3,0,0,0,0,0,-1,-1,5
2610051,0:05,30,1,1,12,5,0,-1,-1,5
2610051,0:05,30,0,1,12,2,0,-1,-1,5
2610052,0:04,8,1,0,2,4,0,-1,-1,5
2610052,0:04,11,1,0,5,4,0,-1,-1,5
2610052,0:04,40,0,1,7,5,0,-1,-1,5
2610052,0:04,34,1,1,12,5,0,-1,2063-11,5
2610053,0:07,1,0,0,0,0,0,-1,-1,5
2610053,0:07,32,1,1,0,5,0,-1,2067-01,5
2610053,0:07,36,0,1,3,3,0,-1,-1,5
2610053,0:07,5,0,0,NS,4,0,-1,-1,5
2610054,0:06,98,0,0,0,0,0,-1,-1,5
2610054,0:06,33,1,1,6,5,0,-1,-1,5
2610054,0:06,18,0,0,10,4,0,-1,-1,5
2610054,0:06,44,0,1,10,5,1,-1,-1,5
2610054,0:06,20,1,0,14,4,0,-1,-1,5
2610055,0:05,55,1,1,0,5,0,-1,-1,5
2610055,0:05,11,0,0,5,4,0,-1,-1,5
2610055,0:05,30,1,1,9,6,0,-1,-1,5
2610055,0:05,66,0,1,9,5,0,-1,-1,5
2610055,0:05,16,0,0,10,4,0,-1,-1,5
2610055,0:05,40,0,1,10,5,0,-1,-1,5
2610056,0:05,45,1,1,0,5,0,-1,2044-11,5
2610056,0:05,21,1,0,6,5,0,-1,-1,5
2610056,0:05,51,0,1,7,5,0,-1,-1,5
2610056,0:05,27,0,0,12,5,0,-1,-1,5
2610056,0:05,30,1,0,10,5,0,-1,-1,5
2610057,0:08,73,1,1,0,0,0,-1,2018,5
2610057,0:08,8,1,0,2,4,0,-1,-1,5
2610057,0:08,33,0,1,10,3,0,-1,-1,5
2610057,0:08,6,1,0,KG,4,0,-1,-1,5
2610057,0:08,28,1,1,10,5,0,-1,2069-03,5
2610058,0:06,78,0,1,0,5,0,-1,-1,5
2610058,0:06,6,0,0,1,4,0,-1,-1,5
2610058,0:06,27,1,1,10,5,0,-1,2070-08,5
2610058,0:06,33,0,1,10,3,1,-1,-1,5
2610058,0:06,5,1,0,KG,4,0,-1,-1,5
2610059,0:09,66,1,3,0,5,0,-1,-1,5
2610059,0:09,24,1,1,8,5,0,-1,2074-11,5
2610059,0:09,31,1,0,9,5,0,-1,-1,5
2610059,0:09,30,0,1,11,5,1,-1,-1,5
2610059,0:09,4,0,0,NS,4,0,-1,-1,5
2610060,0:10,3,0,0,0,0,0,-1,-1,5
2610060,0:10,45,1,1,0,5,0,-1,2049-03,5
2610060,0:10,55,0,1,0,5,0,-1,2026-12,5
2610060,0:10,22,0,0,7,5,0,-1,-1,5
2610060,0:10,25,1,1,9,5,0,-1,2074-10,5
2610060,0:10,26,0,1,9,3,0,-1,-1,5
2610061,0:11,50,1,1,0,5,0,-1,2048-01,5
2610061,0:11,50,0,1,6,5,0,-1,-1,5
2610061,0:11,26,1,1,12,6,0,-1,2074-11,5
2610061,0:11,24,0,0,10,3,0,-1,-1,5
2610061,0:11,30,0,1,10,2,0,2070-04,-1,5
2610062,0:08,60,1,1,0,5,0,-1,-1,5
2610062,0:08,67,0,1,0,5,0,-1,2026-11,5
2610062,0:08,22,1,0,12,2,1,-1,-1,5
2610062,0:08,28,1,0,12,2,1,2073-08,-1,5
2610063,0:10,58,1,1,0,5,0,-1,2068-08,5
2610063,0:10,67,0,1,0,5,0,-1,2026-11,5
2610063,0:10,24,1,1,3,2,0,2077-02,2077-02,5
2610063,0:10,26,0,1,8,2,0,2077-02,2068-08,5
2610063,0:10,29,0,1,10,2,0,-1,2068-08,5
2610063,0:10,26,1,1,12,6,0,-1,2075-08,5
2610064,0:09,49,1,1,0,5,0,-1,-1,5
2610064,0:09,59,0,0,0,1,1,2074-05,2021-04,5
2610064,0:09,40,1,1,5,5,0,-1,-1,5
2610064,0:09,11,0,0,6,4,0,-1,-1,5
2610064,0:09,15,0,0,9,4,0,-1,-1,5
2610064,0:09,21,1,0,12,4,0,-1,-1,5
2610066,0:08,53,1,1,0,5,0,-1,2045-02,5
2610066,0:08,56,0,1,7,5,0,-1,-1,5
2610066,0:08,22,0,0,14,4,1,2077-07,-1,5
2610067,0:07,53,1,1,0,5,0,-1,2046-01,5
2610067,0:07,56,0,1,0,5,0,-1,-1,5
2610067,0:07,20,0,0,12,4,0,-1,-1,5
2610067,0:07,18,0,0,10,4,0,-1,-1,5
2610068,0:08,12,1,0,6,4,0,-1,-1,5
2610068,0:08,14,0,0,8,4,0,-1,-1,5
2610068,0:08,35,1,1,12,1,0,-1,2061-01,2
2610068,0:08,41,0,1,10,5,1,-1,-1,5
2610070,0:06,49,1,1,0,5,0,-1,2050-01,5
2610070,0:06,17,0,0,11,4,0,-1,-1,5
2610070,0:06,54,0,1,10,2,0,2071-09,-1,5
2610071,0:05,38,1,1,3,5,0,-1,2060-02,5
2610071,0:05,14,1,0,9,4,0,-1,-1,5
2610071,0:05,18,1,0,10,4,0,-1,-1,5
2610071,0:05,50,0,1,10,5,0,-1,-1,5
2610072,0:07,8,0,0,2,4,0,-1,-1,5
2610072,0:07,12,1,0,6,4,0,-1,-1,5
2610072,0:07,39,0,1,11,1,1,-1,-1,5
2610072,0:07,36,1,1,14,2,0,-1,2058-11,5
2610073,0:06,2,0,0,0,0,0,-1,-1,5
2610073,0:06,11,1,0,4,4,0,-1,-1,5
2610073,0:06,34,0,1,10,5,1,-1,-1,5
2610073,0:06,30,1,1,12,6,0,-1,2066-01,5
2610073,0:06,65,1,1,0,5,0,-1,2035-01,5
2610074,0:08,53,1,1,0,5,0,-1,2040-10,5
2610074,0:08,55,0,1,0,5,0,-1,-1,5
2610074,0:08,15,1,0,9,4,0,-1,-1,5
2610074,0:08,40,1,0,10,0,0,-1,-1,5
2610074,0:08,20,1,0,12,4,0,-1,-1,5
2610074,0:08,16,1,0,10,4,0,-1,-1,5
2610075,0:05,75,1,3,0,0,0,-1,-1,5
2610075,0:05,9,0,0,2,4,0,-1,-1,5
2610075,0:05,30,1,1,10,5,0,-1,2068-08,5
2610075,0:05,35,0,1,10,2,1,2072-02,-1,5
2610076,0:08,2,0,0,0,0,0,-1,-1,5
2610076,0:08,55,1,3,0,5,0,-1,2042-10,5
2610076,0:08,34,1,1,10,2,0,-1,2070-08,5
2610076,0:08,34,0,1,10,2,0,-1,-1,5
2610076,0:08,4,1,0,NS,4,0,-1,-1,5
2610077,0:09,2,1,0,0,0,0,-1,-1,5
2610077,0:09,46,1,1,6,5,0,-1,-1,5
2610077,0:09,20,1,0,12,5,0,-1,-1,5
2610077,0:09,25,1,1,12,2,0,-1,-1,5
2610077,0:09,29,0,1,16,2,0,-1,-1,5
2610077,0:09,49,0,1,10,5,0,-1,-1,5
2610078,0:10,45,1,1,0,5,0,-1,2056-01,5
2610078,0:10,74,1,1,0,5,0,-1,2056-01,5
2610078,0:10,79,0,1,3,5,0,-1,-1,5
2610078,0:10,48,0,1,9,5,1,-1,-1,5
2610078,0:10,20,1,0,12,4,0,-1,-1,5
2610078,0:10,18,1,0,10,4,0,-1,-1,5
2610079,0:09,61,0,3,0,5,0,-1,2038,5
2610079,0:09,39,0,1,5,3,1,-1,-1,5
2610079,0:09,42,1,1,7,5,0,-1,2058-11,5
2610079,0:09,19,1,0,12,4,0,-1,-1,5
2610079,0:09,17,0,0,10,4,0,-1,-1,5
2610081,0:06,70,0,1,0,5,0,-1,-1,5
2610081,0:06,70,1,1,0,5,0,-1,-1,5
2610081,0:06,1,1,0,0,0,0,-1,-1,5
2610081,0:06,45,1,1,8,5,0,-1,-1,5
2610081,0:06,22,1,1,12,6,0,-1,2076-11,5
2610081,0:06,25,0,1,12,4,0,-1,-1,5
2610081,0:06,50,0,1,10,2,1,2068-09,-1,5
2610083,0:02,46,1,1,0,5,0,-1,2072-11,5
2610083,0:02,54,0,1,4,5,1,-1,2072-11,5
2610084,0:09,5,0,0,PG,4,0,2077-07,-1,1
2610084,0:09,55,1,1,0,5,0,-1,2036-11,1
2610084,0:09,66,0,1,6,5,0,-1,2036-11,1
2610084,0:09,25,0,0,12,2,1,2075-02,-1,1
2610084,0:09,28,0,0,10,5,1,-1,-1,1
2610084,0:09,29,1,1,10,1,0,2077-07,2073-10,1
2610084,0:09,39,1,1,10,2,1,2068-12,-1,1
2610085,0:07,55,1,1,0,5,0,-1,2039-01,3
2610085,0:07,61,0,1,10,5,1,-1,2018-01,3
2610085,0:07,29,1,1,12,5,0,-1,2069-11,3
2610085,0:07,38,0,1,10,2,1,2074-10,-1,3
2610085,0:07,5,0,0,NS,4,0,-1,-1,3
2610086,0:08,53,1,1,0,5,0,-1,-1,1
2610086,0:08,49,0,1,4,2,1,2067-09,2030-08,1
2610086,0:08,19,0,0,8,2,0,-1,-1,1
2610086,0:08,24,1,0,14,4,1,2079-01,-1,1
2610087,0:20,19,0,0,5,3,0,-1,-1,2
2610087,0:20,43,1,1,5,5,0,-1,2053-04,2
2610087,0:20,44,0,1,7,1,0,-1,2035-11,2
2610087,0:20,21,0,0,10,3,0,-1,-1,2
2610087,0:20,23,1,2,10,6,0,-1,-1,2
2610087,0:20,4,0,0,NS,4,0,-1,2079-01,5
2610088,0:05,40,0,1,0,5,1,-1,-1,3
2610088,0:05,39,1,1,1,5,0,-1,2060-11,3
2610088,0:05,14,1,0,4,5,0,-1,-1,3
2610088,0:05,18,0,0,4,5,1,-1,-1,3
2610090,0:05,58,1,1,0,5,1,-1,2052-09,2
2610090,0:05,62,0,1,4,5,0,-1,2052-09,2
2610090,0:05,13,0,0,6,4,0,-1,2078-05,2
2610090,0:05,19,1,0,8,4,0,-1,2078-05,2
2610091,0:07,36,1,1,2,6,0,-1,2067-05,3
2610091,0:07,56,0,1,2,5,0,-1,-1,3
2610091,0:07,11,1,0,5,4,0,-1,-1,3
2610091,0:07,20,0,0,7,2,1,2076-08,-1,3
2610091,0:07,23,1,0,7,2,1,2078-03,-1,3
2610092,0:05,48,1,1,0,5,0,-1,-1,5
2610092,0:05,53,0,1,0,5,0,-1,-1,5
2610092,0:05,6,0,0,2,4,0,-1,-1,5
2610092,0:05,24,0,2,10,3,1,-1,-1,5
2610093,0:10,28,0,1,7,3,0,-1,-1,6
2610093,0:10,26,1,1,8,5,0,-1,2075-08,6
2610093,0:10,26,0,1,8,2,0,-1,-1,6
2610093,0:10,29,1,1,9,5,0,-1,2070-06,6
2610093,0:10,3,1,0,NS,4,0,-1,-1,6
2610093,0:10,5,1,0,NS,4,0,-1,-1,6
2610095,0:03,50,0,1,0,3,1,-1,2050-03,2
2610095,0:03,39,1,1,4,2,0,-1,2050-02,2
2610095,0:03,12,0,0,7,4,0,-1,2077-11,2
2610095,0:03,13,0,0,7,4,0,-1,2077-11,2
2610100,0:06,32,1,1,4,6,0,-1,2068-09,6
2610100,0:06,32,0,1,5,3,1,-1,-1,6
2610101,0:09,45,1,3,2,5,0,-1,2045-08,3
2610101,0:09,14,0,0,5,4,0,-1,2065-02,3
2610101,0:09,21,1,1,6,2,0,2077-09,2077-04,3
2610101,0:09,29,1,1,6,6,0,-1,2073-03,3
2610101,0:09,27,0,1,7,3,0,2077-07,-1,3
2610101,0:09,29,0,1,7,3,0,-1,-1,3
2610101,0:09,26,0,0,8,3,0,-1,-1,3
2610101,0:09,5,1,0,NS,4,0,-1,-1,3
2610102,0:06,2,0,0,0,0,0,-1,-1,3
2610102,0:06,8,0,0,1,4,0,-1,-1,3
2610102,0:06,57,0,3,4,3,0,-1,-1,3
2610102,0:06,27,1,1,8,5,0,-1,2070-10,3
2610102,0:06,32,0,1,9,5,1,-1,-1,3
2610103,0:08,20,0,0,12,2,0,-1,-1,1
2610103,0:08,45,1,1,4,5,0,-1,2055-10,1
2610103,0:08,55,0,1,5,2,1,2069-01,-1,1
2610104,0:09,70,1,1,0,6,0,-1,2025-11,3
2610104,0:09,77,0,1,0,5,0,-1,2021-10,3
2610104,0:09,45,1,0,4,5,0,-1,2050-12,3
2610105,0:07,49,1,1,0,5,0,-1,2055-01,3
2610105,0:07,51,0,1,5,3,1,2079-01,-1,3
2610105,0:07,23,0,0,9,0,0,2078-02,-1,3
2610106,0:05,38,1,1,3,5,1,-1,-1,3
2610106,0:05,17,1,0,4,5,1,-1,2067-09,3
2610106,0:05,49,0,1,7,2,1,2053-09,-1,3
2610107,0:09,75,1,3,0,6,1,-1,2076-05,2
2610107,0:09,40,0,1,10,5,1,-1,2044-02,2
2610107,0:09,43,1,1,10,5,0,-1,-1,2
2610107,0:09,21,1,0,12,4,0,-1,-1,2
2610108,0:07,83,1,3,0,0,1,-1,2074-06,2
2610108,0:07,15,0,0,7,4,0,-1,-1,2
2610108,0:07,39,1,1,7,5,0,-1,-1,2
2610108,0:07,40,0,1,9,2,1,2076-06,2044,2
2610108,0:07,18,1,0,12,4,0,-1,-1,2
2610109,0:10,72,1,3,0,5,0,-1,2025-08,2
2610109,0:10,29,1,1,3,0,1,-1,2065-11,2
2610109,0:10,39,0,1,4,5,1,-1,-1,2
2610109,0:10,12,0,0,6,4,0,-1,-1,2
2610109,0:10,25,0,0,6,5,1,2074-03,-1,2
2610109,0:10,20,1,0,12,0,0,-1,-1,2
2610109,0:10,16,1,0,10,4,0,-1,-1,2
2610111,0:05,53,1,1,0,5,0,-1,2045-10,2
2610111,0:05,60,0,1,4,1,0,-1,2045-10,2
2610111,0:05,18,1,1,11,4,0,-1,2079-01,2
2610111,0:05,24,0,1,12,2,0,-1,-1,2
2610118,0:06,3,1,0,0,0,0,-1,-1,1
2610118,0:06,61,0,3,3,5,0,-1,2018-08,1
2610118,0:06,21,1,1,9,6,0,-1,2074-11,1
2610118,0:06,35,0,1,10,3,1,-1,-1,1
2610119,0:08,78,1,3,0,5,1,-1,2058-02,1
2610119,0:08,9,1,0,2,4,0,-1,2076-10,1
2610119,0:08,46,0,2,7,5,1,-1,2058-02,1
2610119,0:08,21,1,1,8,6,0,-1,2073-08,1
2610119,0:08,30,0,1,9,3,1,-1,2058-02,1
2610119,0:08,33,1,2,9,2,1,-1,2076-10,1
2610119,0:08,3,1,0,NS,4,0,-1,-1,1
2610123,0:05,12,0,0,4,4,0,-1,2076-06,3
2610123,0:05,36,1,1,5,5,0,-1,2076-06,3
2610123,0:05,39,0,1,9,5,0,-1,2076-06,3
2610124,0:07,39,1,1,0,2,0,-1,2067-12,3
2610124,0:07,12,0,0,5,4,0,-1,2067-12,3
2610124,0:07,13,0,0,6,4,0,-1,2067-12,3
2610124,0:07,19,1,0,11,4,0,-1,2067-12,3
2611001,0:06,8,1,0,2,4,0,-1,2073-02,4
2611001,0:06,11,1,0,6,4,0,-1,2073-02,4
2611001,0:06,35,1,1,12,5,0,-1,2073-02,4
2611001,0:06,37,0,1,12,5,0,-1,2073-02,4
2611001,0:06,5,0,0,NS,4,0,-1,-1,4
2611002,0:06,39,1,1,0,5,0,-1,2070-02,5
2611002,0:06,75,0,3,0,0,0,-1,-1,5
2611002,0:06,13,0,0,6,4,0,-1,-1,5
2611002,0:06,43,0,1,7,2,1,2062-06,-1,5
2611002,0:06,17,1,0,10,4,0,-1,-1,5
2611003,0:07,10,0,0,4,4,0,-1,-1,5
2611003,0:07,15,0,0,8,4,0,-1,-1,5
2611003,0:07,35,1,1,8,1,0,-1,2063-11,5
2611003,0:07,40,0,1,10,5,1,2064-12,-1,5
2611004,0:06,10,0,0,5,4,0,-1,-1,5
2611004,0:06,51,0,1,7,2,1,2059-01,-1,5
2611004,0:06,44,1,1,8,5,0,-1,-1,5
2611004,0:06,20,1,0,12,0,0,-1,-1,5
